,text,label
1917,what famous film and tv cowboy lent his name to a fast food chain,4
1918,what baseball star turned down a 1 000ayear contract because he felt he had nt earned it,4
1919,what does the greek word polis mean as in minneapolis,7
1920,how many tenths of the earth s surface lie under water,13
1921,what children s tale contains the line come cinderslut and hold this skein of wool for me,1
1922,what was the price of varian associates vacuum products division,26
1923,what is the origin of the name igor,12
1924,the name of the actor who played the detective in the film kindergarden cop is what,4
1925,what does 78475943 equal,37
1926,define the pheonix club,7
1927,what is the highest mountain in the world,25
1928,what is men s par on a 455yard golf hole,37
1929,what was the first minimum wage,26
1930,who was damocles,34
1931,how many people have been captain america,13
1932,what drink is the best thirstquencher,18
1933,what us state ends with a g,11
1934,what southeast asian country has the wang river joining the ping river at tak,19
1935,what does seccession mean,7
1936,what is the middle name of movie producer joseph e levine,4
1937,who is stein eriksen,34
1938,what country covers 8 600 387 square miles,19
1939,what is the golden rule,7
1940,how many consecutive baseball games did lou gehrig play,13
1941,where does bovine come from,12
1942,what is the home rule act,7
1943,what country is the world s largest importer of cognac,19
1944,what holidays are celebrated in ireland,10
1945,what was william f cody s betterknown name,4
1946,what does larry king do for a living,6
1947,who starred with charlie chaplin in modern times and the great dictator,4
1948,what common livestock have the greatest variety of breeds,2
1949,what frenchman claimed the following if god did not exist it would be necessary to invent him,4
1950,what was the name of the flight that fawaz younis hijacked,47
1951,what russian master spy lived in the us under the name emil goldfus,4
1952,what famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat,5
1953,when are the oscars academy awards in 1999,8
1954,who is baby was sweet pea on the popeye cartoon,4
1955,why do we have to go to school,9
1956,when did the last americans leave vietnam,8
1957,how can i easily remove red wine stains from tshirts,0
1958,what does ouija mean,7
1959,what is the best internet business to go into,5
1960,in south korea how many american soldiers are there,13
1961,what ever happened to the once popular yale lock company,12
1962,what does ms miss and mrs stand for,3
1963,what was the name of the crimean meeting of roosevelt churchill and stalin,10
1964,jackson pollock was a native of what country,19
1965,what is the home of the rockettes,16
1966,what college produced the most winning super bowl quarterbacks,5
1967,what does a resurrectionist steal,14
1968,how long do flies live,28
1969,what is the goat population of the world,13
1970,what 2thcentury fictional character attends pencey prep school,4
1971,what does e pluribus unum on the penny mean,7
1972,what is amezaiku,7
1973,what are the medical purposes of clitoridectomy,9
1974,what is a fear of women,24
1975,what king was forced to agree to the magna carta,4
1976,what company produces spumante,5
1977,what does msg stand for,3
1978,what us state does the continental divide leave to enter canada,11
1979,what two countries fought the hundred years war,19
1980,what is a word whose letters can be rearranged to form a different word,39
1981,how many inches over six feet is the venus de milo,13
1982,when did rococo painting and architecture flourish,8
1983,what does byob mean,3
1984,what book did aaron hass write,1
1985,what does the name melissa mean,7
1986,who received the will rogers award in 1989,4
1987,where are all european and american eels born,16
1988,what is the mean income of the top 10 top 5 and top 1,26
1989,what does psi stand for,3
1990,how long is the world s largest ship in meters,43
1991,what is the origin of the word teddy bear,12
1992,what president hit the jogging paths to enhance his athletic image and sporting no 39 almost collapsed during the road race,4
1993,what are the top ten alltime money making nfl teams,5
1994,what scandinavian capital is built on nine bridgeconnected islands,22
1995,what country is bounded in part by the indian ocean and coral and tasman seas,19
1996,what country boasts the most dams,19
1997,what debts did qintex group leave,26
1998,how can i search for a word within my own webpage,0
1999,who was the lawyer for randy steven craft,4
2000,what is the lens behind the iris in the eye called,21
2001,what group asked the musical question do you believe in magic,5
2002,when was yemen reunified,8
2003,who was the lawyer for randy craft,4
2004,where did honecker rule,16
2005,how can you stop the itch from poison ivy,0
2006,what is the origin of the word trigonometry,12
2007,what is head start,7
2008,what wellknown tv talk show host was a lay preacher by the time he was seventeen,4
2009,what actor s autobiography is titled all my yesterdays,4
2010,saddam hussein was compared to whom by president bush,4
2011,what is the capital of uruguay,22
2012,how do you make a computer chip,0
2013,what actress holds the record for the most appearances on the cover of life,4
2014,what is the percapita income of colombia south america,26
2015,what is the former name of zimbabwe,21
2016,what were first used by john l sullivan and james j corbett in 1892,14
2017,what is the kashmir issue,7
2018,who spoke the only word in mel brooks s silent movie,4
2019,what city has a newspaper called the plain dealer,22
2020,what is cunnilingus,7
2021,how is bubble wrap made,0
2022,who are the presidents of mexico and indonesia,4
2023,what are the first names of the famous husbandandwife acting team of lunt and fontanne,4
2024,what civil war was fought between 1936 and 1939,10
2025,how did people respond to the idea of the first millenium,0
2026,who established a viking colony in greenland about 985,4
2027,what television network flogged its sports programming on inga nielsen s body in 197,5
