,label_ind,label,text
3548,10,sadness,i do not feel well i feel like i could throw up and my throat hurts really bad sad day
3549,6,worry,i stung myself with stinging nettles all down my shin
3550,5,relief,hartluck oooh but your not coming to perth that sucks but you still rock
3551,4,boredom,why im not sleeping
3552,1,fun,jodieharsh ahhh so jealous have a nice time and i will see you when you get back x
3553,9,surprise,i do not understand the whole follow friday thing
3554,10,sadness,made dentist appointment 9th of june feel sick and nervous already however ibprofen paracetemol and codeine are my friends sigh
3555,6,worry,i dreamt someone committed suicide w a drip stand httptweetsg
3556,7,neutral,deepwarren you are not gonna paint me oh well
3557,6,worry,i did not twitt yesterday cause it was a very busy day but i will be back tomorrow btw i can not sleep i am like in zombie mode
3558,4,boredom,i think that studying has really started taking its toll
3559,1,fun,i am not looking forward to working over the next 8 days come next sunday i may or may not be dead
3560,6,worry,sigh still seos are submitting their client sites with part or no contact information on i really do not know how to make them read
3561,6,worry,brentoli oh no say it aint so
3562,7,neutral,arvindrocks no work but gotta be here till 9pm enna kodumai sir idhu
3563,9,surprise,why am i up so early
3564,6,worry,in the uk with no phone service oh yea and still sick cough sniff
3565,11,anger,leahmul awh thats not good get better soon
3566,9,surprise,dilyaela nope not really only a sweatshirt oh and these really really awesome doughnuts haha
3567,7,neutral,littlestarred sigh how are you
3568,10,sadness,off to work now apparently sun shining not a valid excuse to stay home
3569,12,love,sabrepulse you have got the h1n1 tsk tsk tsk it is a shame haha feel better bro
3570,10,sadness,i am living in ignorance
3571,7,neutral,liesboystell buzy this week
3572,3,happiness,the renegades last day was today andwell he is gone did not catch him gutted closest he came to greenock was kilmacolm
3573,6,worry,fyi putting makeup on under flourescents fail oh facepeely why must you look so hideous also wheres my lipstick
3574,7,neutral,getting really guilty
3575,7,neutral,quwanaisnotmynm davey is
3576,6,worry,johngreenaway dammit no one tweet from september noodles is also taken
3577,10,sadness,not made it to work could not get up feelin blurgh
3578,6,worry,it started out so lovely this morning now looks like it is gonna chuck it down
3579,6,worry,exams are the worst mahn 2 to go
3580,0,hate,trying to draw some mangaanime for our new website very bad idea httpbitlyk6iov
3581,10,sadness,such a nice day today but stuck indoors revising 3 weeks and it is all over
3582,7,neutral,ireallydohate nooooo dont do that i just get a rash of nobodies trying to sell me something
3583,7,neutral,cannot relaxing because she have to practice for her graduation
3584,10,sadness,loving the weather this weekend shame i am back into work tomorrow
3585,9,surprise,the sun has gone in
3586,6,worry,i am not ready for tomorrows competition
3587,7,neutral,ubudroi i know it just took us that long to get around to it yes they do takeaway andseafood delivery forgot to get a menu
3588,8,empty,friends romans and country men lol ppl need 2 help me out and say i have twitter i dont have any friends loner loner la da da
3589,7,neutral,elwoodicious crab boat i have my mobile set to go off every night to remind me to head to bed
3590,10,sadness,i have the bigggest headache
3591,7,neutral,half term is almost over
3592,9,surprise,i hate the fact that it is so nice outsidee and im inside doing revisionn
3593,12,love,cristalthegreat ok cristal we gonna tweet talk again when its not so latejust follow sweetietweethug 4 ya
3594,6,worry,wants to feel better
3595,2,enthusiasm,herojaejoong feel hungry now cook for me pleaseyour food it is my energy to work
3596,6,worry,fiercemichi i havent got poked much
3597,7,neutral,danielmiller89 they used to many moons ago
3598,7,neutral,taraw07 cuss u siad u were not having itlol
3599,1,fun,sweetkisses277 yup 1987 lol sweet year haha
3600,6,worry,parquette1 haha maybe i should try that the insomnia is kickin my butt
3601,10,sadness,awe gotta go my mom commands me to sleep already
3602,10,sadness,hulu desktop looks nice but not for my region
3603,9,surprise,just got refused a bottle of morgans in tesco despite saying helen could verify my age shocking just left all the shopping x
3604,3,happiness,well that was an interesting attempt at the commute to work did not exactly plan to end up where i did thoughgreat
3605,6,worry,depressing day today have to pack as leaving ridiculously early tomoro
3606,12,love,hospitalityman got the laptop but no golden rings this weekends job is to get it all set up oh joy
3607,7,neutral,home not well hate not workin
3608,2,enthusiasm,well us brits have to wait a few more days for it i thought it was all gonna released at once i guess it is worth the wait
3609,10,sadness,i knew i should not have confessed to using phone to look up answers in pub quiz a shame is now upon me
3610,10,sadness,have been rolling on the bed for the past 2 hours still unable to sleep
3611,6,worry,good morning tweeps busy this am but not in a working way
3612,10,sadness,i had a bad dream an now i cant go to sleep keiligirl254
3613,10,sadness,i can not sleep without him nearby
3614,6,worry,omg i am a murdere i accidently just killed a spider
3615,0,hate,aww i lost 3 followers follow me
3616,7,neutral,is doing boring accounts stuff
3617,6,worry,apparently even novell moonlight does not work on my jaunty
3618,10,sadness,brodyjenner i live in manchester england but still have never been to london
3619,12,love,jwpage your sms managed to crash my phone
3620,10,sadness,redbaff i have popcorn and fruitcake nowbut it is just not the same as chocolate
3621,3,happiness,jessums31 yup its working they could not recover anything on it though
3622,6,worry,hazelnutchoc same as it is bs i tell you ah well better attempt some
3623,10,sadness,zachsang when nina picked up my call lastnight i didnt know she was talking to me and i like totally didnt answerr
3624,6,worry,johan thank you i almost forgot hoe to type on the keyboard how long i was anway from my pc
3625,10,sadness,last day in st andrews i will spend it on west sands and then packing
3626,6,worry,lislbr my brother shared his microbes with me
3627,6,worry,thesims3 well us brits have to wait a few more days for it i thought it was all gonna released at once i guess it is worth the wait
3628,7,neutral,rod stewarts new song
3629,5,relief,roommate is sssnoring and my throat is so dry
3630,0,hate,do not want to go
3631,5,relief,back from london now just catching up on all the tv and sleeping all day
3632,0,hate,nixsight yes indeed makes it a bitch to try and design universally
3633,6,worry,dublins98dave me too i am down 400 euro
3634,9,surprise,fnoo was like that last night as well man somebody did not make it in time to the 30p loos
3635,10,sadness,got three shots today i can not lift my arms
3636,3,happiness,trixie360 zombie wrangler sounds like fun i do not have halo wars
3637,3,happiness,good morning from rsa twitterverse please send me some happy vibes amp cheerfulness today i am feeling a little sad
3638,3,happiness,early morning230 amwhat is up i amplayed w my babies outsidewowwas in the 80sfelt greatgot lonely misses sissy and jess
3639,6,worry,ahh i am so confused what can i do i do not wanna run away but can i really handle a real relationship what is love anyways false hope
3640,7,neutral,never did sleep last night feeling horrible today time to call work i thinks
3641,6,worry,steve228uk awh i forgot you had the pox hope you get better soon
3642,9,surprise,trixie360 trivia working no computer
3643,1,fun,ive finished 4th year argh uni is going soooooo quick
3644,6,worry,helenh20 ugh tis so warm outside too unfair i want to go read and pack
3645,7,neutral,philiplinden secondlife blake sea should have been a water sandbox a la cordova but we can not rez objects and autoreturn is 5 mins
3646,12,love,iam04 tea mmmm crispy but no cake have headphones
3647,10,sadness,its too early i wanna go back to sleeep
3648,9,surprise,acquiring a centos live cd now where did i put my memory stick i would like to boot from that i wonder if i left it at home
3649,6,worry,still gutted that man utd lost
3650,7,neutral,done washing our clothes i am so tired
3651,3,happiness,babyexpat commercial shoot in tokyo not much time to play there quick and dirty
3652,6,worry,what a bad day
3653,10,sadness,feeling very stressed and strung out awake at 450am mind buzzing and mrs dr a is not talking to me
3654,6,worry,simfin part 2 social networking there is even room for people
3655,3,happiness,i soo wanna eat mcdonalds fries
3656,9,surprise,calvin141170 if it is any consolation i have had to abandon the back garden thanks to my superreflective laptop screen
3657,6,worry,omg i want tf2 everybody on my steam friends list is playing it
3658,12,love,i want my woosoo like now plz i gant wait knowing she is so close is driveing me nutts
3659,10,sadness,ste1987 feel your pain with the hayfever forgot to take mine yesterday again
3660,6,worry,mgchislett is there going to be any more tai tv ah i hope so
3661,6,worry,jamanthalopez it was me the whole time i did a ton of things so u would believe me but u would not listen or let me prove it or blve me
